S.No,Brand,Model,Screen_Size,Color,Hard_disk,CPU,RAM,OS,Special_features,Graphics,Graphics_Co-Processor,CPU_speed,Rating, Price ,Sale Product Count, Total Sales ,Total Stock
135,HP,HP Chromebook,16 Inches,Chalkboard Gray,32 GB,AMD A Series,4 GB,Chrome OS,Backlit Keyboard,Dedicated,N/A,N/A,4.3," $1,514.09 ",62," $93,873.58 ",347
136,LG,17Z90R-A.ADB9U1,17 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA RTX3050,N/A,3.7, $959.00 ,35," $33,565.00 ",497
137,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $783.95 ,12," $9,407.40 ",275
138,ASUS,Vivobook 16X,16 Inches,Indie Black,1 TB,Core i9,32 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating","Integrated, Dedicated",N/A,N/A,3.5, $389.99 ,34," $13,259.66 ",407
139,ASUS,VivoBook Pro 16,16 Inches,Quiet Blue,1 TB,Core i9,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4060,N/A,4, $979.00 ,35," $34,265.00 ",201
140,Dell,Latitude 5000,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,"Anti-glare Screen, Water Resistant",Iris Xe Graphics,N/A,N/A,4.8," $1,438.99 ",16," $23,023.84 ",193
141,ASUS,FX707ZC-ES53,17.3 Inches,Mecha Gray,N/A,Core i5,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3050,4.5 GHz,3.5," $1,305.17 ",38," $49,596.46 ",208
142,HP,HP 15,15.6 Inches,Silver,256 GB,Core i5,12 GB,Windows 11 S,"Touchscreen Laptop, Windows Laptop, i5 Laptop",Integrated,N/A,N/A,4.4, $899.99 ,25," $22,499.75 ",305
143,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $639.99 ,30," $19,199.70 ",421
144,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $459.99 ,46," $21,159.54 ",229
145,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $459.99 ,20," $9,199.80 ",209
146,Microsoft,Surface Laptop Go 2,12.45 Inches,Platinum,256 GB,Intel Core i5,8 GB,Windows 11 Home,Fingerprint Reader,Integrated,N/A,N/A,4.4, $322.98 ,64," $20,670.72 ",302
147,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N,8 GB,Windows 11,Anti Glare Coating,N/A,Intel HD Graphics 600,1.1 GHz,4.1," $4,888.99 ",61," $2,98,228.39 ",438
148,Lenovo,"Lenovo 14"" Laptop",14 Inches,Blue,512 GB,Intel Core i7,16 GB,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,N/A,N/A,3.7, $639.99 ,18," $11,519.82 ",331
149,Lenovo,L14,14 Inches,Platinum Grey,128 GB,Pentium,4 GB,Windows 11 S,N/A,Integrated,Intel UHD Graphics 605,N/A,4, $589.99 ,49," $28,909.51 ",410
150,MSI,GF63 Thin,15.6 Inches,Black,256 GB,Unknown,8 GB,Windows 10,Anti Glare Coating,Dedicated,N/A,N/A,4.6, $999.99 ,58," $57,999.42 ",401
151,Apple,MacBook Pro,16 Inches,Space Gray,1 TB,Others,32 GB,Mac OS,Backlit Keyboard,Dedicated,N/A,N/A,3, $459.99 ,38," $17,479.62 ",230
152,SAMSUNG,NP964XFG-KC1US,16 Inches,Graphite,N/A,Intel Core i7,32 GB,Windows 11 Pro,N/A,Integrated,N/A,2.2 GHz,4, $999.99 ,34," $33,999.66 ",328
153,ASUS,ASUS Chromebook CX1,15.6 Inches,Silver,64 GB,Celeron N3350,8 GB,Chrome OS,N/A,Integrated,N/A,2.4 GHz,4.1," $1,689.18 ",35," $59,121.30 ",321
154,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,159.95 ",51," $59,157.45 ",533
155,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $999.99 ,16," $15,999.84 ",200
156,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $539.99 ,42," $22,679.58 ",215
157,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $589.99 ,23," $13,569.77 ",363
158,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $419.00 ,28," $11,732.00 ",348
159,acer,CP513-1H-S338,13.3 Inches,Silver,64 GB,Snapdragon,8 GB,Chrome OS,Backlit Kb,Integrated,N/A,N/A,4.4, $589.99 ,21," $12,389.79 ",517
160,Razer,Blade 16,16 Inches,Mercury,1 TB,Intel Core i9,32 GB,Windows 11,N/A,Dedicated,N/A,N/A,3.8, $389.99 ,33," $12,869.67 ",382
161,HP,HP ENVY,15 Inches,Black,1 TB,Ryzen 5,32 GB,Windows 11,N/A,Integrated,AMD Radeon Graphics,N/A,4.3, $899.99 ,16," $14,399.84 ",133
162,LG,16T90Q-K.AAG6U1,16 Inches,Green,512 GB,Core i5,16 GB,Windows 11 Home,Lightweight,Intel XE,N/A,N/A,4.2, $899.99 ,45," $40,499.55 ",174
163,HP,Pavilion x360,14 Inches,Natural Silver,256 GB,Core i5,8 GB,Windows 10 Home,Backlit Keyboard,Integrated,N/A,N/A,4.5," $1,245.99 ",36," $44,855.64 ",209
164,HP,HP Laptop 17-cn0025nr,17.3 Inches,Natural silver,256 GB,Intel Core i5-1135G7,8 GB,Windows 11 Home,"Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,N/A,N/A,4.5, $389.99 ,34," $13,259.66 ",304
165,Lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,14 Inches,Touchscreen,1 TB,Core i7 Family,32 GB,Windows 11 Pro,N/A,Integrated,Intel Iris,N/A,5," $2,299.00 ",19," $43,681.00 ",421
166,LG,16Z90RS-K.ADW8U1,16 Inches,Dynamic White,1 TB,Intel Core i7,32 GB,Windows 11 Home,N/A,Integrated,N/A,5 GHz,4.3, $249.98 ,50," $12,499.00 ",411
167,HP,"HP 17.3""",17.3 Inches,N/A,1 TB,Core i3,16 GB,Windows 11,Anti-glare,Integrated,Intel UHD Graphics,N/A,4.2," $1,699.00 ",45," $76,455.00 ",267
168,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $639.99 ,23," $14,719.77 ",475
169,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $389.99 ,30," $11,699.70 ",414
170,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $535.88 ,14," $7,502.32 ",462
171,MSI,Vector GP77 13VG-096US,17.3 Inches,Cosmo Gray,1 TB,Core i9,32 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 4070,N/A,0," $1,199.81 ",47," $56,391.07 ",296
172,MSI,Katana 17 B13VFK-835US,17.3 Inches,N/A,N/A,Core i7,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4060,2.4 GHz,0, $169.99 ,59," $10,029.41 ",435
173,Lenovo,Thinkpad T480,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Fingerprint Reader,Integrated,N/A,N/A,4.1, $589.99 ,15," $8,849.85 ",436
174,ASUS,ProArt StudioBook 16,16 Inches,Mineral Black,32 GB,Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4060,N/A,2.5," $1,599.00 ",41," $65,559.00 ",245
175,ASUS,Zenbook Pro 14 Duo,14.5 Inches,Tech Black,1 TB,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4050,N/A,4.1, $639.99 ,13," $8,319.87 ",444
176,ASUS,VivoBook 16,16 Inches,Indie Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,Fingerprint Sensor,Integrated,N/A,N/A,4.6, $458.14 ,59," $27,030.26 ",327
177,Lenovo,"Lenovo 14"" Laptop",14 Inches,Gray,256 GB,Pentium,4 GB,Windows 11,N/A,Integrated,Intel,N/A,4.2," $2,815.30 ",38," $1,06,981.40 ",368
178,MSI,Vector GP68HX 13VH-098US,16 Inches,Cosmo Gray,1 TB,Core i9,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 4080,N/A,5," $4,618.00 ",65," $3,00,170.00 ",188
179,ASUS,ASUS ZenBook Pro 16,16 Inches,Tech Black,2 TB,Core i9,32 GB,Windows 11 Pro,Fingerprint reader,RTX 3060,N/A,N/A,4.2, $389.99 ,12," $4,679.88 ",303
180,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $639.99 ,21," $13,439.79 ",361
181,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $176.24 ,50," $8,812.00 ",334
182,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $389.99 ,16," $6,239.84 ",264
183,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $2,614.99 ",57," $1,49,054.43 ",194
184,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $639.99 ,57," $36,479.43 ",457
185,HP,Chromebook 11a,11.6 Inches,Ash Gray,N/A,MediaTek MT8183,4 GB,Chrome OS,Anti Glare Coating,Integrated,MediaTek,N/A,4.4, $389.99 ,28," $10,919.72 ",286
186,ASUS,ASUS VivoBook Go 14,14 Inches,Quiet Blue,64 GB,Celeron,4 GB,Windows 11 Home S,N/A,Integrated,Intel UHD Graphics,N/A,4.1," $1,317.06 ",16," $21,072.96 ",247
187,HP,HP Pavilion,14 Inches,Gold,256 GB,Intel Core i5-1135G7,8 GB,Windows 11,Fingerprint Reader,Integrated,N/A,N/A,4.5," $1,599.00 ",63," $1,00,737.00 ",338
188,ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,Celestial Blue,1 TB,Core i9,32 GB,Windows 10 Pro,Backlit Keyboard,RTX 3060,N/A,N/A,4.6," $1,704.99 ",56," $95,479.44 ",525
189,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,N/A,Integrated,Intel,3 GHz,4.7," $1,222.99 ",63," $77,048.37 ",482
190,Asus,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4 GB,Windows 10 Pro,Anti Glare Coating,Integrated,N/A,N/A,4.1, $389.99 ,24," $9,359.76 ",433
191,Lenovo,Lenovo Ideapad,15.6 Inches,Gray,256 GB,Intel Core i5-1135G7,12 GB,Windows 11 Home,FHD Touch Screen,Integrated,N/A,N/A,4.3," $1,177.42 ",59," $69,467.78 ",161
192,Lenovo,Lenovo Yoga 7i,16 Inches,Gray,256 GB,Intel Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,N/A,N/A,4.1," $2,219.99 ",15," $33,299.85 ",112
193,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $915.52 ,64," $58,593.28 ",463
194,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $589.99 ,12," $7,079.88 ",461
195,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $459.99 ,35," $16,099.65 ",273
196,Dell,Inspiron 14 5425,14 Inches,Pebble Green,512 GB,AMD Ryzen 7,8 GB,Windows 11 Pro,Anti-glare,AMD Radeon Graphics,N/A,N/A,4.1," $2,616.99 ",63," $1,64,870.37 ",490
197,LENOVO,ThinkPad,14 Inches,Black,512 GB,Intel Core i7,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",Integrated,N/A,N/A,4.2, $587.99 ,55," $32,339.45 ",243
198,SAMSUNG,Galaxy Chromebook,13.3 Inches,Fiesta Red,256 GB,Core i5-10210U,8 GB,Chrome OS,Support Stylus,Integrated,N/A,N/A,4.2, $899.99 ,30," $26,999.70 ",110
199,acer,CB317-1H-C6RK,17.3 Inches,Silver,128 GB,Celeron N,4 GB,Chrome OS,Numeric Keypad,Integrated,N/A,N/A,3.5," $1,599.00 ",36," $57,564.00 ",262
200,Dell,Inspiron 15 3530,15.6 Inches,Black,2 TB,Core i7 Family,64 GB,Windows 11 Home,N/A,Integrated,Intel Iris Xe Graphics,N/A,4.2," $1,449.99 ",28," $40,599.72 ",282
201,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,699.00 ",64," $1,08,736.00 ",178
202,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $459.99 ,63," $28,979.37 ",200
203,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $3,799.00 ",28," $1,06,372.00 ",191
204,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $2,110.35 ",28," $59,089.80 ",399
205,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,729.95 ",32," $55,358.40 ",453
206,LG,15Z90RT-K.ADB9U1,16 Inches,Neptune Blue,2 TB,Intel Core i7,32 GB,Windows 11 Home,N/A,Integrated,Intel Iris,N/A,4.7," $2,547.99 ",45," $1,14,659.55 ",258
207,acer,A514-56M-576D,14 Inches,Gray,512 GB,Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,N/A,N/A,0, $951.99 ,39," $37,127.61 ",173
208,Dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,32 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0, $639.99 ,39," $24,959.61 ",266
209,HP,17-cn0003dx,17.3 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,N/A,Integrated,Intel,N/A,4, $527.15 ,56," $29,520.40 ",490
210,Lenovo,e15,13 Inches,Black,256 GB,8032,8 GB,Windows 10 Pro,Anti-glare,Integrated,N/A,N/A,4.5, $589.99 ,14," $8,259.86 ",144
211,Dell,XPS 13 9315,13.4 Inches,Sky,1 TB,Core i7,32 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,N/A,N/A,2.8, $899.99 ,64," $57,599.36 ",453
212,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,099.95 ",62," $68,196.90 ",415
213,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $149.95 ,21," $3,148.95 ",246
214,Lenovo,82XQ001GUS,15.6 Inches,N/A,256 GB,AMD Ryzen 3 2300X,8 GB,Windows 11 Home,N/A,Integrated,AMD Radeon 610M,2.4 GHz,5, $989.00 ,22," $21,758.00 ",256
215,Lenovo,Lenovo ideapad Flex 5,14 Inches,Graphite Grey,256 GB,Ryzen 5 5500U,16 GB,Windows 11,Fingerprint reader,Integrated,N/A,N/A,4.4, $999.99 ,53," $52,999.47 ",221
216,Dell,Latitude,15.6 Inches,N/A,256 GB,Core i5,8 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,N/A,5, $459.99 ,46," $21,159.54 ",236
217,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,680.99 ",26," $43,705.74 ",405
218,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $459.99 ,30," $13,799.70 ",196
219,ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,N/A,1 TB,Core i7,16 GB,N/A,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.7 GHz,4.4," $1,899.00 ",18," $34,182.00 ",130
220,Dell,XPS 13 9320,13.4 Inches,Platinum,1 TB,Core i7,16 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,N/A,N/A,5," $1,930.95 ",55," $1,06,202.25 ",353
221,Razer,Blade 15,15.6 Inches,Black with illuminated Razer Logo,1 TB,Intel Core i7 12800H,16 GB,Windows 11 Home,Anti Glare Coating,RTX 3070 Ti,N/A,N/A,4.2," $1,138.50 ",51," $58,063.50 ",476
222,HP,HP Notebook 15-dy1731ms,15.6 Inches,Silver,128 GB,Intel Core i3,8 GB,Windows 10,Stereo Speakers,Integrated,N/A,N/A,4.5," $1,499.00 ",32," $47,968.00 ",113
223,Lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Abyss Blue,64 GB,Cortex,4 GB,Chrome OS,N/A,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,N/A,4.2," $1,419.92 ",46," $65,316.32 ",480
224,DELL,Latitude 5530,15.6 Inches,Grey,1 TB,Core i5 Family,32 GB,Windows 11 Pro,N/A,Integrated,Intel Iris Xe Graphics,N/A,5, $696.34 ,27," $18,801.18 ",247
225,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $203.77 ,62," $12,633.74 ",380
226,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $389.99 ,61," $23,789.39 ",295
227,acer,AN16-41-R5KC,16 Inches,Black,1 TB,Ryzen 9,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,N/A,N/A,5," $1,278.60 ",50," $63,930.00 ",188
228,ASUS,Zephyrus Duo,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Pro,Anti Glare Coating,Dedicated,N/A,N/A,3.5," $1,699.00 ",40," $67,960.00 ",331
229,ASUS,ASUS Laptop L210,11.6 Inches,Star Black,64 GB,Celeron,4 GB,Windows 11 S,N/A,Integrated,N/A,2.8 GHz,4, $589.99 ,37," $21,829.63 ",424
230,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $529.00 ,64," $33,856.00 ",456
231,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,764.96 ",36," $63,538.56 ",420
232,HP,Pavilion X360,14 Inches,Gold,256 GB,Core i5-1130G7,8 GB,Windows 11 Home,Fingerprint Reader,Integrated,N/A,N/A,4.6, $389.99 ,37," $14,429.63 ",319
233,LG,16Z90Q-R.AAS8U1,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,N/A,RTX2050,Intel Iris Xe Graphics,N/A,4.5, $639.99 ,47," $30,079.53 ",227
234,SAMSUNG,Samsung Chromebook,12.2 Inches,Light Titan,32 GB,Celeron,4 GB,Chrome OS,Pen,Integrated,N/A,N/A,4.5," $1,109.18 ",35," $38,821.30 ",435
235,LENOVO,IdeaPad,15.6 Inches,Grey,1 TB,Core i3,20 GB,Windows 11 Home,Numeric Keypad,Integrated,N/A,N/A,4.4," $1,168.52 ",50," $58,426.00 ",200
236,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $2,620.99 ",21," $55,040.79 ",248
237,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $899.99 ,44," $39,599.56 ",416
238,Lenovo,2022,13.3 Inches,Graphite Grey,N/A,Others,4 GB,Chrome OS,Anti Glare Coating,Integrated,Intel Integrated Graphics,N/A,4.1," $1,599.00 ",22," $35,178.00 ",408
239,HP,6M0Z7UA#ABA,15.6 Inches,N/A,512 GB,Intel Core i5-1135G7,16 GB,Windows 11 Home,N/A,Integrated,N/A,2.4 GHz,4.3," $1,159.00 ",53," $61,427.00 ",368
240,LG,17Z90R-K.AAB8U1,17 Inches,Black,1 TB,Intel Core i7,16 GB,Windows 11 Home,Anti-glare,Integrated,N/A,N/A,4, $639.99 ,38," $24,319.62 ",471
241,Dell,Latitude,15.6 Inches,N/A,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,N/A,N/A,5, $288.00 ,15," $4,320.00 ",201
242,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $999.99 ,22," $21,999.78 ",305
243,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $734.99 ,61," $44,834.39 ",317
244,Dell,Alienware X15 R2 Laptop,15.6 Inches,Lunar Light,512 GB,Core i7,16 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3060,N/A,0, $552.99 ,42," $23,225.58 ",264
245,HP,HP Pavilion x360,14 Inches,Silver,512 GB,Core i5,8 GB,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,N/A,N/A,4.2," $1,699.00 ",34," $57,766.00 ",140
246,LG,16Z90R-A.ADB9U1,16 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Home,Anti-glare,Dedicated,N/A,N/A,4.1, $258.90 ,14," $3,624.60 ",463
247,ASUS,TUF Gaming F15,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,N/A,Dedicated,N/A,4.5 GHz,4.3, $754.99 ,54," $40,769.46 ",389
248,Asus,Vivobook,14 Inches,Grey,256 GB,Core i3,8 GB,Windows 11,Backlit Keyboard,Intel UHD Graphics,N/A,N/A,4.4, $999.99 ,26," $25,999.74 ",520
249,MSI,Pulse GL66,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Integrated,N/A,N/A,4.5, $749.99 ,20," $14,999.80 ",332
250,LG,16Z90RS-K.AAW7U1,16 Inches,White,1 TB,Intel Core i7,16 GB,Windows 11 Home,N/A,Integrated,N/A,5 GHz,2.9," $2,624.08 ",24," $62,977.92 ",118
251,DELL,Inspiron,15.6 Inches,Black,1000 GB,Intel Core i7,32 GB,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,N/A,N/A,0," $1,599.00 ",65," $1,03,935.00 ",278
252,HP,Chromebook,14 Inches,Mineral Silver,32 GB,Celeron N,4 GB,Chrome OS,Stereo Speakers,Integrated,N/A,N/A,4.5," $1,699.00 ",31," $52,669.00 ",208
253,LG,14Z90RS-K.ADW9U1,14 Inches,Dynamic White,1 TB,Intel Core i7,32 GB,Windows 11 Home,N/A,Integrated,N/A,5 GHz,4.2," $2,929.35 ",44," $1,28,891.40 ",456
254,MSI,Pulse 15 B13VGK-1262US,15.6 Inches,Black,1 TB,Core i7,32 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 4070,N/A,0, $235.75 ,44," $10,373.00 ",394
255,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $589.99 ,31," $18,289.69 ",342
256,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $369.95 ,51," $18,867.45 ",527
257,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,599.00 ",29," $46,371.00 ",143
258,Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,N/A,N/A,4," $1,718.99 ",45," $77,354.55 ",454
259,ASUS,Vivobook S 14 Flip OLED,14 Inches,Blue,1 TB,Ryzen 7 5800H,16 GB,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,N/A,N/A,4.1, $973.99 ,31," $30,193.69 ",197
260,HP,HP Victus,15.6 Inches,Mica Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,N/A,N/A,3.4, $180.00 ,50," $9,000.00 ",303
261,HP,HP,14 Inches,Ash Gray,64 GB,Celeron,4 GB,Chrome OS,Numeric Keypad,Integrated,N/A,N/A,4.1, $389.99 ,53," $20,669.47 ",545
262,Microsoft,Surface Laptop 4,13.5 Inches,N/A,512 GB,Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,N/A,5, $639.99 ,12," $7,679.88 ",469
263,Lenovo,N/A,14 Inches,N/A,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.3 GHz,3.8, $269.99 ,63," $17,009.37 ",346
264,Dell,Latitude 7000,13.3 Inches,N/A,512 GB,Core i5,16 GB,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,N/A,4.6, $931.30 ,16," $14,900.80 ",362
265,Apple,MacBook Pro,13.3 Inches,Space Gray,N/A,N/A,16 GB,Mac OS,N/A,Integrated,N/A,N/A,4.7," $1,212.99 ",53," $64,288.47 ",450
266,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $999.99 ,58," $57,999.42 ",324
267,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $459.99 ,30," $13,799.70 ",258
268,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $899.99 ,14," $12,599.86 ",274
